tweet_id,text,negativereason_confidence,airline,retweet_count,negative_sentiment_score
570084582780899328,"@virginamerica awaiting my return phone call, just would prefer to use your online self-service option :(",1.0,Virgin America,0,0.162
570038941497192448,@virginamerica when can i book my flight to hawaii??,0.0,Virgin America,0,0.0
570035876845084672,@virginamerica your chat support is not working on your site: http://t.co/vhp2gtdwpk,1.0,Virgin America,0,0.0
570025482344898560,"@virginamerica hey, first time flyer next week - excited! but i'm having a hard time getting my flights added to my elevate account. help?",0.6688,Virgin America,0,0.057
570015408788414464,@virginamerica i have an unused ticket but moved to a new city where you don't fly. how can i fly with you before it expires? #travelhelp,0.0,Virgin America,0,0.0
570009035455344640,"@virginamerica is flight 769 on it's way? was supposed to take off 30 minutes ago. website still shows ""on time"" not ""in flight"". thanks.",0.0,Virgin America,0,0.095
570001194900426752,@virginamerica @ladygaga @carrieunderwood julie andrews. hands down.,0.0,Virgin America,0,0.0
569996412286582784,@virginamerica hi! i'm so excited about your $99 lga-&gt;dal deal- but i've been trying 2 book since last week &amp; the page never loads. thx!,0.6939,Virgin America,0,0.115
569989034501500928,@virginamerica i called a 3-4 weeks ago about adding 3 flights from 2014 to my elevate...they still haven't shown up...help!,1.0,Virgin America,0,0.0
569982307634794497,@virginamerica flight 0736 dal to dca 2/24 2:10pm. tried to check in could not. status please.,0.0,Virgin America,0,0.116
569976620158578688,@virginamerica heyyyy guyyyys.. been trying to get through for an hour. can someone call me please? :/,1.0,Virgin America,0,0.122
569973821396152323,"@virginamerica hi, virgin! i'm on hold for 40-50 minutes -- are there any earlier flights from la to nyc tonight; earlier than 11:50pm?",0.6789,Virgin America,0,0.0
569967019958730753,@virginamerica everything was fine until you lost my bag,1.0,Virgin America,0,0.207
569949891163615232,@virginamerica i emailed your customer service team. let me know if you need the tracking number.,0.0,Virgin America,0,0.0
569946362126602240,@virginamerica your airline is awesome but your lax loft needs to step up its game. $40 for dirty tables and floors? http://t.co/hy0vrfhjht,0.3516,Virgin America,0,0.146
569935232033366017,@virginamerica what is going on with customer service? is there anyway to speak to a human asap? thank you.,1.0,Virgin America,0,0.0
569933816963342337,@virginamerica why can't you supp the biz traveler like @southwestair  and have customer service like @jetblue #neverflyvirginforbusiness,1.0,Virgin America,0,0.0
569933405506310144,@virginamerica you're the best!! whenever i (begrudgingly) use any other airline i'm delayed and late flight :(,0.3477,Virgin America,0,0.228
569933360564342784,@virginamerica i have no interesting flying with you after this. i will cancelled flight my next four flights i planned.#neverflyvirginforbusiness,1.0,Virgin America,0,0.191
569929243146088448,@virginamerica it was a disappointing experience which will be shared with every business traveler i meet. #neverflyvirgin,1.0,Virgin America,0,0.155
569926998824394752,@virginamerica i’m having trouble adding this flight my wife booked to my elevate account. help? http://t.co/px8hqoks3r,1.0,Virgin America,0,0.139
569923394990419968,@virginamerica can't bring up my reservation online using flight booking problems code,0.0,Virgin America,0,0.197
569920824905306113,@virginamerica i &lt;3 flying va but life happens and i am trying to #change my trip jperhi  can you help.va home page will not let me ?,0.0,Virgin America,0,0.0
569919041244147712,@virginamerica why is the site down?  when will it be back up?,0.6513,Virgin America,0,0.0
569913339427434496,"@virginamerica hi, i did not get points on my elevate account for my most recent flight, how do i add the flight and points to my account?",0.0,Virgin America,0,0.0
569911816937033728,@virginamerica i like the tv and interesting video . just disappointed in cancelled flightled flight when other flights went out to jfk on saturday .,1.0,Virgin America,0,0.163
569911674158731264,"@virginamerica just landed in lax, an hour after i should of been here. your no late flight bag check is not business travel friendly #nomorevirgin",1.0,Virgin America,0,0.173
569911218942517248,@virginamerica why is flight 345 redirected?,0.0,Virgin America,0,0.0
569910981868060673,"@virginamerica is it me, or is your website down?  btw, your new website isn't a great user experience.  time for another redesign.",0.6863,Virgin America,0,0.136
569909224521641984,@virginamerica i can't check in or add a bag. your website isn't working. i've tried both desktop and mobile http://t.co/avyqdmpi1y,0.6771,Virgin America,0,0.0
569907336485019648,@virginamerica - let 2 scanned in passengers leave the plane than told someone to remove their bag from 1st class bin? #uncomfortable,0.659,Virgin America,0,0.16
569896805611089920,@virginamerica what is your phone number. i can't find who to call about a flight reservation.,0.6714,Virgin America,0,0.0
569894449620369408,@virginamerica is anyone doing anything there today?  website is useless and no one is answering the phone.,1.0,Virgin America,0,0.25
569892199690678272,@virginamerica why must a traveler miss a flight to late flight check a bag?  i missed my morning appointments and you lost my business. #sfo2lax,0.6882,Virgin America,0,0.217
569891436100874241,@virginamerica how's a direct flight fll-&gt;sfo have unexpected layover in vegas 4 fuel yet peeps next to me bought for vegas flight. #sneaky,0.3521,Virgin America,0,0.079
569887310713479168,@virginamerica your no late flight bag check just lost you my business. i missed flight and am apt. three other people on flight had same exp.,0.3486,Virgin America,0,0.226
569884551712886785,@virginamerica called your service line and was hung up on. this is awesome. #sarcasm,1.0,Virgin America,0,0.106
569884407852437504,@virginamerica your site is tripping. i'm trying to check in and i'm getting the plain text version. i am reluctant to enter any card info.,0.6366,Virgin America,0,0.077
569881548515708928,@virginamerica i was scheduled for sfo 2 dal flight 714 today. changed to 24th due weather. looks like flight still on?,0.0,Virgin America,0,0.0
569873669700358144,"@virginamerica has getaway deals through may, from $59 one-way. lots of cool cities http://t.co/tzzjhuibch #cheapflights #farecompare",0.0,Virgin America,0,0.0
569861209781989377,@virginamerica come back to #phl already. we need you to take us out of this horrible cold. #pleasecomeback http://t.co/glxfwp6nqh,0.0,Virgin America,0,0.186
569847920192655361,"@virginamerica should i be concerned that i am about to fly on a plane that needs to be delayed due to a ""tech stop""?",1.0,Virgin America,0,0.157
569748316776325120,@virginamerica use another browser! 2015 &amp; a brand with a reputation built on tech response doesn't have a cross-browser compatible website?,0.3773,Virgin America,0,0.0
569741221783957504,"@virginamerica and now the flight flight booking problems site is totally down. folks, what is the problem?",0.6767,Virgin America,0,0.265
569737603617943552,@virginamerica i like the customer service but a 40 min delay just for connecting passengers seems too long. va370,0.6527,Virgin America,0,0.136
569666477265018881,@virginamerica i need to change my flight thats scheduled in 9 hours and 120 min wait time on phone. im calling intern. help!!,0.6703,Virgin America,0,0.0
569643262459269120,@virginamerica is flight 882 cancelled flightled and what do i do if it is?,0.0,Virgin America,0,0.133
569642845516275712,@virginamerica you are failing your customers because your check in process does not link to tsa pre-check.,0.6448,Virgin America,0,0.171
569634318349246464,@virginamerica @fidifamilies us too! terrible airline! just gave us a hotel hotline number and said sorry,1.0,Virgin America,0,0.258
569633279546036224,@virginamerica @chrysichrysic your assistance yesterday when u cancelled flightled our flight was to give us a hotel hotline  shame on you!,0.6875,Virgin America,0,0.221
569630092273410048,@virginamerica another delayed flight? #likingyoulessandless,1.0,Virgin America,0,0.322
569627480425766912,@virginamerica i need to register a service dog for a first class ticket from sfo &gt; dulles. the phone queue is an hour or longer. pls advise,1.0,Virgin America,0,0.0
569619569372823552,@virginamerica why can't we book seats on your flights when we buy them or even during check in? creates so much anxiety! #frustrated,1.0,Virgin America,0,0.212
569618527948115968,@virginamerica you'd think paying an extra $100 bucks rt for luggage might afford you hiring an extra hand at @sfo #lame,0.3562,Virgin America,0,0.112
569615109363929088,@virginamerica can you find us a flt out of lax that is sooner than midnight on monday? that would be great customer service 😃,0.0,Virgin America,0,0.0
569614365755899905,@virginamerica please provide status for flight 769.  i cant imagine it's on time as the web indicates  dude to weather here and/or dallas,0.6889,Virgin America,0,0.0
569609971383586817,"@virginamerica i paid the premium to fly you across the country, you cancelled flight my flight and offer no check fee or upgrade love? sad face :(",1.0,Virgin America,0,0.28
569608328998887424,@virginamerica question: is it not possible to book a seat for an infant under 2? it's not giving me the option but we want a seat for him.,0.3684,Virgin America,0,0.052
569596097540132864,.@virginamerica i don't understand why you need a dm to give me an answer on if you have a damaged luggage policy.,0.6501,Virgin America,0,0.121
569594386066984960,.@virginamerica does that mean you don't have a policy for destroyed luggage?,1.0,Virgin America,0,0.225
569575003248676864,"@virginamerica  - is flight 713 from love field to sfo definitely cancelled flightled for monday, february 23?",0.0,Virgin America,0,0.087
569572942381649920,@virginamerica having problems flight booking problems on the web site. keeps giving me an error and to contact by phone.  phone is 30 minute wait.,0.6983,Virgin America,0,0.257
569572740723712001,@virginamerica how do i reschedule my cancelled flightled flights online? the change button is greyed out!,0.6593,Virgin America,0,0.133
569566981835218944,"@virginamerica i rang, but there is a wait for 35 minutes!! i can book the same ticket through a vendor, fix your site",0.6556,Virgin America,0,0.0
569564853460807680,"@virginamerica got a flight (we were told) for 4:50 today..,checked my email and its for 4;50 tomorrow. this is unacceptable.",0.3571,Virgin America,0,0.136
569564610837086209,"@virginamerica our flight into lga was cancelled flighted. we're stuck in dallas. i called to reschedule, told i could get a flight for today...(1/2)",1.0,Virgin America,0,0.154
569562202405019650,@virginamerica why don't any of the pairings include red wine?! only white is offered :( #redwineisbetter,1.0,Virgin America,0,0.175
569541127340040192,@virginamerica is the website down?,0.3371,Virgin America,0,0.0
569540405676654592,@virginamerica - your site seems a little wonked right now. may want to have a look. tried on two browsers. no css? http://t.co/8qsqmm7kf2,0.35,Virgin America,0,0.09
569494748341407744,@virginamerica i'm disappointed that the agent at the designated silver status check in line @dulles_airport closed to assist all pasengers,0.7002,Virgin America,0,0.14
569477692166316033,@virginamerica is it normal to receive no reply from central baggage #baggageissues #smh,1.0,Virgin America,0,0.29
569461469042966528,@virginamerica at logan airport and waiting to checkin for my 9am flight. checkin desk not open !!!!! why?!,0.6818,Virgin America,0,0.0
569369239183872000,"@virginamerica congrats, you just got all my business from ewr to sfo/lax. fuck you @united fl1289 sfo/ewr was the clincher...",0.6629999999999999,Virgin America,0,0.131
569368160291463168,@virginamerica  i applied over 2 weeks ago. haven't heard back and i'm flying this week #disappointed,0.6777,Virgin America,0,0.171
569356387785900032,@virginamerica i'd love to know what your policy is for damaged luggage.,0.0,Virgin America,0,0.17
569351220097216512,@virginamerica - too many apologies! you r the worse airlines! don't even respond to your cudtomers,1.0,Virgin America,0,0.197
569348775631675392,@virginamerica shame on va for making people spend money in stranded cities when other airlines are landing at jfk! who will reimburse me?,0.3709,Virgin America,0,0.134
569324558999691264,@virginamerica @ttinac11 i dm you,0.0,Virgin America,0,0.0
569323106210152448,@virginamerica can you please have flights in  sjc ? i have no choice but to fly southwest to vegas 😩😭,0.0,Virgin America,0,0.28
569323082701275138,@virginamerica too bad you say it takes 10 to 14 days via your confirmation email. when i inquired after 3 weeks you claim 6 to 8 weeks!,0.7148,Virgin America,0,0.127
569318651502989312,@virginamerica flight from bos &gt; las tomorrow was cancelled flightled. no notification; wait times are 1+ hour. will you rebook on another airline?,0.6791,Virgin America,0,0.167
569318130356502528,😎 rt @virginamerica: you’ve met your match. got status on another airline? upgrade (+restr): http://t.co/rhkamx9vf5. http://t.co/pyalebgkjt,0.0,Virgin America,0,0.0
569311060903268352,"@virginamerica a lot of ""apologies"" being thrown out to customers from what i can see.very sad. thanks for nothing. worst airline ever.",0.648,Virgin America,0,0.11
569310635986546688,@virginamerica  for all my flight stuff wrong and did nothing about it. had #worst #flight ever,0.6729,Virgin America,0,0.34
569305113589714944,@virginamerica having an issue finding a missing item on a plane. can you help me find which airport my plane headed to next?,0.0,Virgin America,0,0.085
569304030847090688,@virginamerica trying to book a flight with you guys and your website won't let me... about to lose my business,0.6705,Virgin America,0,0.124
569303931916038144,@virginamerica you suck!,1.0,Virgin America,0,0.615
569290361870426112,@virginamerica just dm'd. same issue persisting.,0.6648,Virgin America,0,0.0
569282249717194754,@virginamerica because we never rec'd cancelled flightlation notice we were left w no options to fly out of ps. driving to la for a red eye mon w kids,1.0,Virgin America,0,0.071
569277854950817792,@virginamerica trying to book a flight &amp; your site is down 😁,1.0,Virgin America,0,0.0
569277352129138688,@virginamerica you have any flights flying into boston tomorrow? i need to be home and you cancelled flightled my flight and didn't do anything,0.7158,Virgin America,0,0.08
569263837448269826,@virginamerica you stink. flight cancelled flighted from psp to jfk and no notification or ability to rebook #disappointed.  #expected better,1.0,Virgin America,0,0.414
569262225900359680,@virginamerica your website is down and i'm trying to check in!,0.6733,Virgin America,0,0.0
569261128532041728,@virginamerica nervous about my flight from dc to lax getting cancelled flightled tomorrow! just sent you a dm to help me!,0.0,Virgin America,0,0.185
569250469178175488,@virginamerica thanks for a great flight from la to boston! pilots did a great job landing in the snow. can we go back to la now? #seriously,0.0,Virgin America,0,0.047
569247769166266368,@virginamerica seats in row 8 don't recline should mention that on your website #soreback,0.7053,Virgin America,0,0.0
569247394002563072,@virginamerica flight 404 delayed 2 hours in la due to mechanical problems. handle like pros but you could have tossed us a free drink.,1.0,Virgin America,0,0.112
569244860286263297,@virginamerica why cancelled flight flights today? no precipitation to be scared of!  ❄️❄️❄️,0.642,Virgin America,0,0.381
569240250192670720,@virginamerica twitter team. you guys killed it for rescheduling me asap. thank you!,0.0,Virgin America,0,0.262
569238877178716161,@virginamerica you guys charged me $100 to reschedule a flight that was then cancelled flighted and are now refusing to refund it. what's the deal?,0.6735,Virgin America,0,0.228
569237252154372097,@virginamerica can’t access your website from safari on iphone 6. seems to work on mac and ipad. need iphone to add passbook.,0.6968,Virgin America,0,0.0
569236471690829825,"@virginamerica on ipad and iphone, clicking the checkin link in the email i received at 24hrs before flight",0.0,Virgin America,0,0.0
569236251129163777,"@virginamerica your mobile site is broken, shows 
""{{header.elevateuser.numofpointsavailable || '0' | number}} points"", won't let me checkin",0.6990000000000001,Virgin America,0,0.16
569230983075115010,@virginamerica i was really looking forward to my flight. can you let me know when it will be rescheduled? #diehardvirgin,0.3412,Virgin America,0,0.0
569229785500680192,"@virginamerica why cancelled flight flight vx413? one sec its delayed, on my to airport, the next its cancelled flightled?gonna email or call me to reschedule?",0.6452,Virgin America,0,0.226
569226875349835776,@virginamerica i did it but there was a problem in the link from the email for check-in. thanks,0.6766,Virgin America,0,0.152
569224234150404096,@virginamerica had to change to another airline to get to dc today ... why is @united able to land in dc but not you? cost me $800 ...ugh,0.6954,Virgin America,0,0.117
569223788639821824,@virginamerica i was so looking forward to my first flight with you today but it was cancelled flightled along with the subsequent one ...,1.0,Virgin America,0,0.098
569221156504530944,@virginamerica  how are you gonna have a deal from dallas to dc but no deal from dc to dallas? #sad,0.6526,Virgin America,0,0.279
569218762907324416,@virginamerica hold times at call center are a bit much,1.0,Virgin America,0,0.0
569211675108179968,@virginamerica site down? #help,0.3497,Virgin America,0,0.0
569204272795004928,"@virginamerica trying to reset my password, email never arrives. help?",0.3505,Virgin America,0,0.201
569200606595952640,@virginamerica what is the reason  for the delay of the departure of vx 413 from jfk this afternoon?,0.6489,Virgin America,0,0.119
569198782421663745,"@virginamerica is todays flight from palm springs, ca to jfk in ny cancelled flightled?",0.6786,Virgin America,0,0.133
569192778468626432,"@virginamerica the css on your site is a 404 right now, please fix. site unusable.",1.0,Virgin America,0,0.0
569182336715243520,"@virginamerica we're on flight 910 vegas to boston today, checked in online but our bag count didn't register. can i fix that somehow?",0.3341,Virgin America,0,0.0
569179517522046977,"@virginamerica hi, i'm trying to do check-in but the website is not working. i tried 3 different browsers and the problem continues",0.6636,Virgin America,0,0.145
569083230361673728,"@virginamerica - the passenger in 7d, flt 338 that assaulted me shouldn't have flown. i trust he's banned. crew filed report to @faanews",0.3514,Virgin America,0,0.215
569028851860254720,@virginamerica current bug on website shows ‘select departure city’ when selecting destination city http://t.co/sllyibe2vq,0.6809,Virgin America,0,0.0
569022319437357056,@virginamerica luggage was severely dented/missing wheel coming off baggage claim in san. luggage agent miranda (i think) wasn't any help.,1.0,Virgin America,0,0.226
568945958970531840,@virginamerica requested window seat and confirmed window but got stuck in middle seat. not a good way to treat silver member😒,0.6765,Virgin America,0,0.192
568942331921092608,@virginamerica #wtf i paid for direct flight on purpose not to have to stop for fuel exhausted frequent flier and nothing for inconvenience!,0.3634,Virgin America,0,0.294
568940002849255425,@virginamerica there is something wrong with you website in safari iphone,0.6633,Virgin America,0,0.237
568929026644975616,@virginamerica already checked in so the page expired :x,0.6368,Virgin America,0,0.0
568928741298012160,@virginamerica boo for a not refunding a seat upgrade fee i did not want to buy in the first place!,0.6525,Virgin America,0,0.074
568901823215448064,"@virginamerica moved my seat with no notice. ""better seat"" is cabin select not behind the row i selected👎 #disappointed",0.6761,Virgin America,0,0.3
568882014415249408,@virginamerica already contacted central baggage &amp; sent dm. @renttherunway is charging me for the dress that was in the lost suitcase #help,1.0,Virgin America,0,0.092
568868127364096000,@virginamerica is there anything going on with the website? i've been getting a lot of errors past 30 minutes.,0.6569,Virgin America,0,0.118
568867068331864064,@virginamerica i think i left something on the plane yesterday. who do i call...ah!,0.0,Virgin America,0,0.0
568865011717705730,@virginamerica i need you to follow back in order to dm.,0.0,Virgin America,0,0.0
568855933360607232,@virginamerica they told to check with the airline regulation first so that is why i contacted you.,0.0,Virgin America,0,0.0
568853685855334400,@virginamerica @virginatlantic i have just checked in flight to sfo from lax &amp; been told as atlantic flying club gold i get no benefits?!,0.6421,Virgin America,0,0.097
568850967673896960,@virginamerica husband and i ordered three drinks via my screen and they never came. awesome!,0.6458,Virgin America,0,0.204
568850943359496192,@virginamerica soooo are you guys going to leave the seatbelt light on all flight? you can barely call this turbulence :-),0.6979,Virgin America,0,0.053
568840724700995584,"@virginamerica funny story, your website is broken, you have missing javascript and stylesheets on the checkin process. i dislike this!",0.3895,Virgin America,0,0.302
568830133626253312,@virginamerica i'm trying to check into my 10:50am ct flight tmm on the desktop website and it's not working (some sort of caching bug) sos,0.6655,Virgin America,0,0.0
568828648687591424,@virginamerica weather delays &gt; next few weeks ;) #jfk #bos #dca,0.0,Virgin America,0,0.0
568824637267685377,@virginamerica do you guys know your check-in links from emails are broken? http://t.co/2npxb6obmr,1.0,Virgin America,0,0.205
568812046747201537,"@virginamerica lost my luggage 4 days ago on flight vx 112 from lax to iad &amp; i'm calling every day, no response.please give me back my stuff",1.0,Virgin America,1,0.153
568811384437411840,@virginamerica the flight booking problems section of your website seems to be broken on chrome. might wanna look into that.,0.662,Virgin America,0,0.244
568800805475782656,@virginamerica is saving my sanity right now: http://t.co/eltboljul9,0.0,Virgin America,0,0.0
568790164404899840,@virginamerica looks like a broken link for your assets https://t.co/oardjjgrrd,1.0,Virgin America,0,0.217
568775898234798081,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pujvcelng,0.6667,Virgin America,0,0.181
568769672922812418,"@virginamerica can't check in, your site looks like this every time it loads http://t.co/kacy2awdbw",0.6237,Virgin America,0,0.0
568663147189415936,@virginamerica other carriers are less than half price for a round trip fare. i am stunned. http://t.co/ukdjjijrow,0.6596,Virgin America,0,0.08
568662343170674688,@virginamerica wtf is happening in pdx late flight march such that one way from sfo is ~$550?,0.6841,Virgin America,0,0.192
568629385105793024,@virginamerica help. i was on  flight  27 from jkf tonight. seat 7c left portfolio. need it back!!,0.0,Virgin America,0,0.0
568608718994026496,"@virginamerica my luggage is gone. i've filed my paperwork, promised a call/email. still no resolution or response from central luggage.",1.0,Virgin America,0,0.097
568595620002279424,@virginamerica i requested a mileage challenge for status several weeks ago online but haven't heard back. how do i get help with this?,0.6406,Virgin America,0,0.0
568585196699664384,"@virginamerica just trying to book tickets to nyc and facing super fun broken styling. don't worry, i'll keep trying :)",0.3279,Virgin America,0,0.101
568576829000425472,@virginamerica applied for status match on feb 1. got confirmation email same day. still no news though. you guys have dropped ball late flightly 😥,0.6543,Virgin America,0,0.114
568536882012749824,@virginamerica trying to check-in...but looks like your site is down?,0.3461,Virgin America,0,0.0
568532221180534784,"@virginamerica spending my birthday night with you, dal-dca. get me home!",0.6558,Virgin America,1,0.0
568526847320784896,@virginamerica sent a couple messages to the email you provided but to no avail. will try again next year. cheers.,0.3617,Virgin America,0,0.112
568522203198697474,"@virginamerica seriously, though. will there not be direct flights from sfo-fll in may???",0.324,Virgin America,0,0.157
568519971971538945,@virginamerica it's fine. already done with my purchase. but you should try it. just go most of the way through then go back 3,0.3617,Virgin America,0,0.0
568518985056002049,"@virginamerica not really the experience i was hoping 4, i ws forced 2 check in a small carry on, w/ nothing but empty cabin space on board",0.6723,Virgin America,0,0.067
568517565548339200,"@virginamerica
wjere is our luggage #so slow at lax",0.7223,Virgin America,0,0.0
568511755040657409,"@virginamerica i spoke with a representative that offered no solution, i am a loyal customer who flies on @virginatlantic as well",0.6581,Virgin America,0,0.078
568511474580066304,@virginamerica i am deeply disappointed that your birthday promo was not applied to a trip i booked mere days before i received the email,0.6725,Virgin America,0,0.129
568496820604821505,"@virginamerica what happened to direct flights from sfo-fll? looking in may, only see connecting #help #dontdothistome",0.3438,Virgin America,0,0.0
568483491819753472,bruh “@virginamerica: @giannilee turn down for what. #vxsafetydance”,0.0,Virgin America,0,0.0
568469942711885825,"@virginamerica i have 2d and 3d embossed badges and patches superior to the ones you are currently using. 
http://t.co/3fq3xelbon",0.6756,Virgin America,0,0.0
568463892453724160,@virginamerica on vx399 from jfk to la - dirty plane - not up to your standards.,0.6899,Virgin America,0,0.162
568463244035289088,@virginamerica on flight vx399 headed to la from jfk - dirtiest va plane i have ever been on. sad for a great airline.,1.0,Virgin America,0,0.212
568458513636134913,@virginamerica your avis rental continue button doesn't work on your website to book car. tried 4 times on phone.  this sucks!,1.0,Virgin America,0,0.137
568457140894969856,@virginamerica delayed to10.30!!,1.0,Virgin America,0,0.554
568456334581981184,@virginamerica currently in minute 10 of being on hold with cust. service. do i need to do anything to add a lap child to my reservation?,1.0,Virgin America,0,0.0
568447216156692480,@virginamerica comenity bank is a joke!  please change.  nothing but constant problems with this bank,1.0,Virgin America,0,0.0
568440278853525504,"@virginamerica i just did, how can i dm? do u have to also add me?",0.0,Virgin America,0,0.0
568423029371334656,"@virginamerica, i submitted a status match request a while back and still haven’t heard! i’m flying on monday. can you look / accelerate?",1.0,Virgin America,0,0.0
568307768551026688,@virginamerica atlantic ploughs a lone furrow in the #middleeast http://t.co/vw4p4t4tlh @thenationaluae,0.0,Virgin America,0,0.174
568259485413715969,@virginamerica i'm pulling my hair out trying to book a flight with u. your site doesn't work on iphone or ipad.don't have a computer #help,0.6801,Virgin America,0,0.0
568240364315783168,@virginamerica can i get some help with a support ticket? it's been 15 days.... incident: 150202-000419 thank you!,0.6307,Virgin America,0,0.0
568218962833461248,@virginamerica i cannot even open my laptop in seat 4c and i paid a premium for this?!!   let me out of here!,1.0,Virgin America,0,0.0
568216286561374208,@virginamerica i am in seat 4c and i cannot even open my laptop; and i paid extra for this seat!!,1.0,Virgin America,0,0.0
568199730989174784,@virginamerica really? sprint? i thought you guys were 'kewl'! 0_0,0.0,Virgin America,0,0.0
568174745293709313,@virginamerica fyi the info@virginamerica.com email address you say to contact in password reset emails doesn't exist. emails bounce.,0.6727,Virgin America,0,0.0
568165573869199361,@virginamerica status match - 2 weeks have gone by and no news.flt next week - hope flt will count towards requirement.  cust svc no help!!!,1.0,Virgin America,0,0.176
568157680696729600,@virginamerica your website sucks donkey dicks. just thought you should know. all best.,0.6702,Virgin America,0,0.141
568150150289461249,@virginamerica you should still develop an app - then you will be my favorite airline.,0.0,Virgin America,0,0.0
568148652352544769,@virginamerica all crap channels which is why i pay to watch uk tv,0.6876,Virgin America,0,0.267
568136946016522240,@virginamerica how come you don't have an iphone app? still using and making me waste paper.,1.0,Virgin America,0,0.157
568132935037132800,@virginamerica your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. #apostrophefail,0.6989,Virgin America,0,0.181
568132204712370178,@virginamerica when will vx use all 6 lga slots instead of 4 today? adding aus makes this less likely :(,0.3802,Virgin America,0,0.121
568104264733573122,@virginamerica sad to learn you no longer fly sfo &gt; phl. hope it returns!,0.3413,Virgin America,0,0.287
568101393111891968,"@virginamerica - can you tweet me the cancelled flight/chng fee for a flight? or can i rebook under one of your affiliates? if so, who are afiliates?",0.0,Virgin America,0,0.089
568083179023650818,@virginamerica kinda sucked my earphone jack didn't work on my flight. they may want to look into that for future passengers,0.3556,Virgin America,0,0.118
568079278505463808,@virginamerica very poor experience. first computer problem now seat malfunction. stuck. missing meeting in san diego.,0.6326,Virgin America,0,0.462
568054702635483136,@virginamerica can we make every vx plane with #nerdbird? why should austin be the only one getting nerd love?,0.0,Virgin America,0,0.093
568053134439788546,@virginamerica please add more frequency to pdx portland,0.0,Virgin America,0,0.0
568017135236022273,"@virginamerica i tried that. you offered to charge me an additional $1k for a new ticket or be stranded until thurs. 1st time, last time.",1.0,Virgin America,0,0.0
567972416846217216,"@virginamerica never had a bad experience before, but this one took the cake. now extortion for carry on items as well?",0.3373,Virgin America,0,0.0
567972174398689280,@virginamerica had to spend 5 hours worrying that items in carryon would be broken/stolen since i couldn't carry them on plane or lock bag.,0.3434,Virgin America,0,0.094
567971836321009664,"@virginamerica all of group e was told there was no more room in the bins. when i got on the plane, was room for at least 4 bags in my row!",0.6773,Virgin America,0,0.077
567971610801664000,@virginamerica thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate. (1),0.6703,Virgin America,0,0.0
567946319349706753,@virginamerica i have lots of flights to book and your site it not working!!!! i've been on the phone waiting for over 10 minutes..........,0.6977,Virgin America,0,0.0
567849520781893632,@virginamerica why is it taking 12 years to fly home to dallas? get your shit together.,1.0,Virgin America,0,0.194
567829051559186432,@virginamerica yes fyi  my bff,0.0,Virgin America,0,0.0
567828603976597504,"@virginamerica another perfect flight.   how come on your planes,  the sun visors can stay down?  other carriers make you raise them?",0.0,Virgin America,0,0.0
567811428779868160,@virginamerica do you have an application for ios? was looking and only saw virgin mexico :( &lt;/3,0.0,Virgin America,0,0.153
567810209088847873,@virginamerica man of steel flies to more cities though...and with more frequency too.,0.7012,Virgin America,0,0.0
567796863467839488,@virginamerica how come abc is the only one of the network channels you don't have?,0.0,Virgin America,0,0.0
